epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
157,12833.7,0.79814,0.38451,0.96572,0.9684,0.97736,0.98847,0.81009,0.78917,0.31013,0.9479,0.006139,0.006139,0.006139
158,12915,0.79516,0.37923,0.96464,0.96859,0.97822,0.98847,0.80955,0.78912,0.3101,0.94799,0.00611425,0.00611425,0.00611425
159,12996.5,0.79004,0.38322,0.9622,0.96877,0.97766,0.98847,0.80989,0.78924,0.31011,0.94787,0.0060895,0.0060895,0.0060895
160,13078.8,0.79677,0.38536,0.96448,0.96881,0.97839,0.98835,0.80946,0.78947,0.31026,0.94776,0.00606475,0.00606475,0.00606475
161,13160.3,0.79094,0.38217,0.96441,0.96856,0.97832,0.98836,0.80966,0.78945,0.31013,0.94764,0.00604,0.00604,0.00604
162,13241.8,0.79666,0.38663,0.96244,0.96845,0.97826,0.98825,0.80967,0.78933,0.31036,0.9475,0.00601525,0.00601525,0.00601525
163,13323.2,0.79682,0.38446,0.96565,0.9685,0.97818,0.98826,0.80949,0.78912,0.31037,0.94733,0.0059905,0.0059905,0.0059905
164,13404.9,0.78749,0.37878,0.96313,0.96866,0.97819,0.98826,0.80933,0.78915,0.31039,0.94722,0.00596575,0.00596575,0.00596575
165,13486.7,0.79262,0.38543,0.96001,0.96854,0.97808,0.98829,0.80951,0.78918,0.31047,0.94696,0.005941,0.005941,0.005941
166,13568.3,0.79152,0.37986,0.95808,0.96847,0.97782,0.98818,0.80937,0.7893,0.31114,0.94682,0.00591625,0.00591625,0.00591625
167,13649.9,0.79059,0.38282,0.96942,0.96909,0.97834,0.98825,0.80964,0.78932,0.31106,0.94709,0.0058915,0.0058915,0.0058915
168,13731.4,0.79406,0.38038,0.9618,0.9688,0.97859,0.98831,0.80967,0.78949,0.31121,0.94717,0.00586675,0.00586675,0.00586675
169,13812.6,0.78346,0.38077,0.95889,0.96847,0.97811,0.98809,0.80898,0.78958,0.31077,0.94709,0.005842,0.005842,0.005842
